bundesland;schulart;schulfach;lehrplan;jahrgangsstufe;schulstufe;niveaustufe;bildungsgangniveau;niveau;stufen_quelle;rollen;klasse;eltern;knoten;knoten_uri;lehrplan_uri
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Kosmologie 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6362-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Kosmologie 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6422-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Licht als Wellenphänomen 
Pflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6408-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Licht als Wellenphänomen 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6346-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Strahlenbiophysik 
Wahlpflichtbaustein";Medizinische Anwendungen von Strahlung (z. B. Laser, Röntgen, Elektronen, Schwerionen);https://lp-rlp.org/resource/kompetenz-27666-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Physik als sich weiterentwickelnde Wissenschaft 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6365-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Licht als Wellenphänomen 
Pflichtbaustein";Polarisationsphänomene in der Natur (z. B. Orientierung der Biene am polarisierten Sonnenlicht, Doppelbrechung bei Kalkspat);https://lp-rlp.org/resource/kompetenz-27896-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Licht als Wellenphänomen 
Wahlpflichtbaustein";Polarisationsphänomene in der Natur (z. B. Orientierung der Biene am polarisierten Sonnenlicht, Doppelbrechung bei Kalkspat);https://lp-rlp.org/resource/kompetenz-27627-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Licht als Wellenphänomen 
Wahlpflichtbaustein";Polarisationsphänomene in technischen Anwendungen (z. B. 3D-Brillen, Spannungsdoppelbrechung);https://lp-rlp.org/resource/kompetenz-27628-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Licht als Wellenphänomen 
Pflichtbaustein";Polarisationsphänomene in technischen Anwendungen (z. B. 3D-Brillen, Spannungsdoppelbrechung);https://lp-rlp.org/resource/kompetenz-27897-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenmechanische Atomvorstellung I 
Pflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6402-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenmechanische Atomvorstellung I 
Pflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6342-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenmechanische Atomvorstellung II 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6352-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenmechanische Atomvorstellung II 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6415-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenobjekte I 
Pflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6401-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenobjekte I 
Pflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6341-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenobjekte II 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6351-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Quantenobjekte II 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6413-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Relativistische Dynamik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6360-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Relativistische Dynamik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6420-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Relativistische Kinematik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6419-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Relativistische Kinematik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6359-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Rotation starrer Körper 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6393-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Schwingungen und Wellen 
Pflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6399-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Schwingungsphänomene 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6344-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Strahlenbiophysik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6354-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Strahlenbiophysik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6416-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Strahlenbiophysik 
Wahlpflichtbaustein";Strahlendosen, Transferfaktoren;https://lp-rlp.org/resource/kompetenz-27661-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Strahlenbiophysik 
Wahlpflichtbaustein";Strahlendosen, Transferfaktoren;https://lp-rlp.org/resource/kompetenz-27928-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Strahlenbiophysik 
Wahlpflichtbaustein";Strahlenquellen, Radionuklide;https://lp-rlp.org/resource/kompetenz-27927-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;kompetenz;Kompetenz (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Kompetenzspezifikation | Element (RP);"Kernphysik 
Wahlpflichtbaustein";Strahlenquellen, Radionuklide;https://lp-rlp.org/resource/kompetenz-27656-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Strömungsphysik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6424-1;https://lp-rlp.org/resource/lehrplan-358-1
Rheinland-Pfalz;Gymnasium;Physik;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);Jahrgangsstufe 11 | Jahrgangsstufe 12 | Jahrgangsstufe 13;;;;;lehrplan;themenbereich;Kompetenzbereich (RP) | http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | Element (RP) | CE-Bereich;Lehrplan Physik, Grund- und Leistungsfach in der gymnasialen Oberstufe (Mainzer Studienstufe);"Strömungsphysik 
Wahlpflichtbaustein";https://lp-rlp.org/resource/kompetenzbereich-6364-1;https://lp-rlp.org/resource/lehrplan-358-1
