bundesland;schulart;schulfach;lehrplan;jahrgangsstufe;schulstufe;niveaustufe;bildungsgangniveau;niveau;stufen_quelle;rollen;klasse;eltern;knoten;knoten_uri;lehrplan_uri
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Sonne;Strahlungsleistung;https://lp-sachsen.org/resource/lernziel-lerninhalt-29325-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Ausbreitungseigenschaften des Lichts;Umkehrung des Lichtwegs;https://lp-sachsen.org/resource/lernziel-lerninhalt-27590-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Beherrschen des Umgangs mit Größen und Gesetzen der Kinematik;Unterscheidung von Durchschnitts- und Augenblicksgeschwindigkeit;https://lp-sachsen.org/resource/lernziel-lerninhalt-28625-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwendung der Kenntnisse auf komplexe experimentelle Untersuchungen;Untersuchungen zum Reflexions- und Brechungsgesetz;https://lp-sachsen.org/resource/lernziel-lerninhalt-29636-1;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Übertragen der Kenntnisse über Licht auf das elektromagnetische Spektrum;Vergleich der Eigenschaften von Licht und Hertz’schen Wellen;https://lp-sachsen.org/resource/lernziel-lerninhalt-29384-1;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Kenntnisse zur Optik auf Fotoapparat und Auge;Vergleich von Auge und Fotoapparat;https://lp-sachsen.org/resource/lernziel-lerninhalt-27794-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 6;Wahlbereich 1:  Sehen und Fotografieren;https://lp-sachsen.org/resource/wahlbereich-27572-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 10;Wahlbereich 1: Fernrohre;https://lp-sachsen.org/resource/wahlbereich-29264-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;themenbereich;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Bereich | Element (SN) | Wahlbereich (SN);Klassenstufe 6;Wahlbereich 3: Farben;https://lp-sachsen.org/resource/wahlbereich-27575-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einblick gewinnen in die Entstehung der Farben;Wahrnehmung der Körperfarbe bei Bestrahlung mit farbigem Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-27813-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Anwenden der Kenntnisse bei der Nutzung radioaktiver Strahlung;Wechselwirkung von Strahlung und Materie;https://lp-sachsen.org/resource/lernziel-lerninhalt-30839-1;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einblick gewinnen in die Entstehung der Farben;Zerlegung weißen Lichts durch Brechung;https://lp-sachsen.org/resource/lernziel-lerninhalt-27810-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Übertragen der Kenntnisse mechanischer Wellen auf Licht;"gleichförmige Ausbreitung des Lichts
c = λ·f";https://lp-sachsen.org/resource/lernziel-lerninhalt-29365-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Einteilung der Körper;lichtdurchlässige und lichtundurchlässige Körper;https://lp-sachsen.org/resource/lernziel-lerninhalt-27584-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen experimenteller Befunde zum Energieaustausch mit Atomen;quantenhafte Absorption und Emission von Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-29662-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen experimenteller Befunde zum Energieaustausch mit Atomen;quantenhafte Emission von Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-30542-1;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen der Kenntnisse über die Bildentstehung an Sammellinsen auf einfache optische Geräte;https://lp-sachsen.org/resource/lernziel-lerninhalt-27610-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen der Kenntnisse über Licht auf das elektromagnetische Spektrum;https://lp-sachsen.org/resource/lernziel-lerninhalt-29383-1;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen der Kenntnisse mechanischer Wellen auf Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-29364-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen der Kenntnisse über Welleneigenschaften auf Licht;https://lp-sachsen.org/resource/lernziel-lerninhalt-30501-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Übertragen des Wissens zur Interferenz auf die Reflexion an dünnen Schichten;https://lp-sachsen.org/resource/lernziel-lerninhalt-29628-1;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen der Photonen als Quantenobjekte;äußerer lichtelektrischer Effekt;https://lp-sachsen.org/resource/lernziel-lerninhalt-29646-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Kennen der Photonen als Quantenobjekte;äußerer lichtelektrischer Effekt;https://lp-sachsen.org/resource/lernziel-lerninhalt-30520-2;https://lp-sachsen.org/resource/lehrplan-125-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Eigenschaften Reflexion, Brechung, Beugung und Interferenz auf die Ausbreitung von Wellen;https://lp-sachsen.org/resource/lernziel-lerninhalt-30494-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Eigenschaften Reflexion, Brechung, Beugung und Interferenz auf die Ausbreitung von Wellen;https://lp-sachsen.org/resource/lernziel-lerninhalt-121896-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Gesetze der Lichtausbreitung auf optische Phänomene;https://lp-sachsen.org/resource/lernziel-lerninhalt-29356-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Kenntnisse auf die Brechung des Lichts;https://lp-sachsen.org/resource/lernziel-lerninhalt-27605-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Kenntnisse bei der Nutzung radioaktiver Strahlung;https://lp-sachsen.org/resource/lernziel-lerninhalt-122588-1;https://lp-sachsen.org/resource/lehrplan-523-1
Sachsen;Gymnasium;Physik;Gymnasium Physik;Jahrgangsstufe 6 | Jahrgangsstufe 7 | Jahrgangsstufe 8 | Jahrgangsstufe 9 | Jahrgangsstufe 10 | Jahrgangsstufe 11 | Jahrgangsstufe 12;Sekundarbereich I | Sekundarbereich II | G8 Qualifikationsphase | G8 Einführungsphase | G9 Qualifikationsphase | G9 Einführungsphase;;;;lehrplan;kompetenz+inhalt;http://purl.obolibrary.org/obo/BFO_0000001 | http://purl.obolibrary.org/obo/BFO_0000002 | http://purl.obolibrary.org/obo/BFO_0000031 | http://purl.obolibrary.org/obo/IAO_0000030 | http://www.w3.org/2002/07/owl#NamedIndividual | Curriculares Element | CE-Lerninhalt | Element (SN) | Lernziel und Lerninhalt (SN);Inhalte;Anwenden der Kenntnisse bei der Nutzung radioaktiver Strahlung;https://lp-sachsen.org/resource/lernziel-lerninhalt-121975-1;https://lp-sachsen.org/resource/lehrplan-523-1
